Animal,Symptom 2,Temperature,Symptom 3,Age,Symptom 1,Disease
goat,shortness of breath,100.6,chest discomfort,4.0,chills,anthrax
cow,depression,102.3,loss of appetite,10.0,painless lumps,pneumonia
goat,sweats,101.7,shortness of breath,1.0,chills,anthrax
cow,depression,104.2,loss of appetite,10.0,painless lumps,pneumonia
buffalo,loss of appetite,100.6,painless lumps,12.0,depression,lumpy virus
goat,painless lumps,104.7,loss of appetite,7.0,depression,lumpy virus
cow,blisters on gums,102.9,difficulty walking,14.0,loss of appetite,foot and mouth
buffalo,crackling sound,101.8,depression,10.0,swelling in muscle,blackleg
goat,loss of appetite,102.0,blisters on mouth,6.0,lameness,foot and mouth
sheep,lameness,100.4,sores on hooves,7.0,loss of appetite,foot and mouth
buffalo,loss of appetite,100.8,painless lumps,3.0,depression,pneumonia
sheep,painless lumps,102.6,loss of appetite,8.0,depression,pneumonia
buffalo,depression,101.6,loss of appetite,2.0,painless lumps,pneumonia
cow,difficulty walking,102.7,blisters on hooves,9.0,loss of appetite,foot and mouth
buffalo,loss of appetite,100.1,difficulty walking,8.0,sores on tongue,foot and mouth
cow,blisters on mouth,103.6,loss of appetite,4.0,difficulty walking,foot and mouth
goat,loss of appetite,102.8,sores on mouth,4.0,difficulty walking,foot and mouth
goat,depression,103.6,painless lumps,2.0,loss of appetite,pneumonia
cow,painless lumps,102.5,loss of appetite,6.0,depression,pneumonia
cow,loss of appetite,103.8,depression,9.0,painless lumps,lumpy virus
goat,sweats,101.4,fatigue,6.0,chest discomfort,anthrax
cow,fatigue,102.1,sweats,15.0,chills,anthrax
goat,fatigue,100.3,sweats,4.0,swelling in extremities,anthrax
sheep,sores on mouth,102.3,difficulty walking,7.0,loss of appetite,foot and mouth
sheep,loss of appetite,102.2,depression,9.0,painless lumps,lumpy virus
goat,crackling sound,104.0,difficulty walking,10.0,depression,blackleg
buffalo,painless lumps,104.1,depression,4.0,loss of appetite,pneumonia
cow,loss of appetite,104.6,blisters on tongue,3.0,lameness,foot and mouth
buffalo,loss of appetite,101.9,painless lumps,14.0,depression,pneumonia
buffalo,crackling sound,101.6,lameness,14.0,depression,blackleg
goat,difficulty walking,102.5,blisters on mouth,1.0,loss of appetite,foot and mouth
goat,loss of appetite,100.9,painless lumps,1.0,depression,lumpy virus
goat,loss of appetite,103.4,blisters on tongue,5.0,difficulty walking,foot and mouth
buffalo,chills,100.1,sweats,2.0,fatigue,anthrax
cow,blisters on gums,101.0,loss of appetite,10.0,difficulty walking,foot and mouth
goat,swelling in neck,103.3,chills,4.0,fatigue,anthrax
buffalo,blisters on tongue,100.7,lameness,6.0,loss of appetite,foot and mouth
goat,depression,102.6,painless lumps,9.0,loss of appetite,lumpy virus
cow,loss of appetite,104.2,difficulty walking,8.0,blisters on gums,foot and mouth
cow,fatigue,104.4,sweats,7.0,shortness of breath,anthrax
sheep,swelling in extremities,103.8,sweats,6.0,chest discomfort,anthrax
buffalo,painless lumps,100.7,loss of appetite,6.0,depression,lumpy virus
goat,depression,100.0,painless lumps,8.0,loss of appetite,lumpy virus
sheep,blisters on tongue,101.7,difficulty walking,2.0,loss of appetite,foot and mouth
goat,crackling sound,101.2,depression,2.0,difficulty walking,blackleg
sheep,lameness,101.6,loss of appetite,7.0,sores on hooves,foot and mouth
cow,chest discomfort,104.9,swelling in neck,9.0,chills,anthrax
buffalo,painless lumps,103.5,loss of appetite,7.0,depression,pneumonia
sheep,lameness,103.1,blisters on gums,7.0,loss of appetite,foot and mouth
cow,difficulty walking,102.6,sores on gums,11.0,loss of appetite,foot and mouth
goat,loss of appetite,101.5,difficulty walking,9.0,sores on tongue,foot and mouth
buffalo,chest discomfort,100.1,shortness of breath,10.0,swelling in abdomen,anthrax
sheep,chills,101.8,sweats,2.0,chest discomfort,anthrax
cow,swelling in abdomen,102.7,shortness of breath,2.0,chills,anthrax
cow,painless lumps,101.2,depression,2.0,loss of appetite,lumpy virus
cow,fatigue,100.0,chills,6.0,swelling in neck,anthrax
cow,loss of appetite,104.8,depression,9.0,painless lumps,lumpy virus
cow,fatigue,102.1,chest discomfort,11.0,shortness of breath,anthrax
cow,blisters on gums,102.9,loss of appetite,12.0,lameness,foot and mouth
sheep,depression,102.1,painless lumps,4.0,loss of appetite,pneumonia
goat,loss of appetite,103.5,painless lumps,8.0,depression,pneumonia
cow,swelling in extremities,104.7,shortness of breath,14.0,chest discomfort,anthrax
buffalo,chest discomfort,102.5,fatigue,10.0,sweats,anthrax
cow,painless lumps,104.7,loss of appetite,10.0,depression,lumpy virus
cow,blisters on gums,102.2,lameness,1.0,loss of appetite,foot and mouth
cow,lameness,101.8,swelling in limb,8.0,crackling sound,blackleg
goat,loss of appetite,101.6,depression,7.0,painless lumps,lumpy virus
goat,chest discomfort,102.1,chills,3.0,fatigue,anthrax
cow,depression,103.6,crackling sound,4.0,lameness,blackleg
sheep,depression,100.2,painless lumps,8.0,loss of appetite,lumpy virus
sheep,chest discomfort,104.3,swelling in extremities,7.0,shortness of breath,anthrax
cow,crackling sound,101.2,depression,3.0,loss of appetite,blackleg
goat,swelling in extremities,103.5,chest discomfort,6.0,shortness of breath,anthrax
cow,loss of appetite,101.6,blisters on mouth,5.0,lameness,foot and mouth
goat,swelling in extremities,104.3,sweats,10.0,chills,anthrax
buffalo,swelling in extremities,101.2,chest discomfort,10.0,sweats,anthrax
buffalo,swelling in neck,102.7,chills,5.0,sweats,anthrax
buffalo,sweats,100.2,shortness of breath,7.0,chills,anthrax
sheep,difficulty walking,100.5,swelling in muscle,5.0,loss of appetite,blackleg
goat,blisters on hooves,100.1,difficulty walking,9.0,loss of appetite,foot and mouth
sheep,painless lumps,103.7,depression,3.0,loss of appetite,lumpy virus
sheep,sores on gums,103.3,difficulty walking,5.0,loss of appetite,foot and mouth
buffalo,painless lumps,100.5,loss of appetite,12.0,depression,lumpy virus
goat,loss of appetite,103.5,swelling in muscle,2.0,depression,blackleg
buffalo,fatigue,100.6,sweats,1.0,chest discomfort,anthrax
cow,painless lumps,101.5,loss of appetite,11.0,depression,lumpy virus
cow,lameness,103.5,loss of appetite,1.0,depression,blackleg
buffalo,fatigue,103.9,chills,2.0,sweats,anthrax
sheep,shortness of breath,102.8,swelling in neck,5.0,chills,anthrax
goat,sweats,102.0,fatigue,4.0,chest discomfort,anthrax
sheep,shortness of breath,101.6,chills,6.0,chest discomfort,anthrax
buffalo,crackling sound,100.7,depression,13.0,swelling in muscle,blackleg
cow,loss of appetite,103.2,painless lumps,4.0,depression,lumpy virus
goat,loss of appetite,103.8,sores on tongue,4.0,lameness,foot and mouth
sheep,sores on mouth,102.9,loss of appetite,5.0,lameness,foot and mouth
cow,sores on hooves,104.7,loss of appetite,9.0,lameness,foot and mouth
buffalo,loss of appetite,100.4,swelling in muscle,11.0,crackling sound,blackleg
cow,painless lumps,102.1,depression,3.0,loss of appetite,lumpy virus
goat,chills,102.4,shortness of breath,3.0,swelling in neck,anthrax
cow,chest discomfort,100.8,shortness of breath,5.0,chills,anthrax
buffalo,loss of appetite,102.9,painless lumps,8.0,depression,lumpy virus
sheep,fatigue,100.7,shortness of breath,2.0,chills,anthrax
buffalo,sweats,100.5,swelling in abdomen,3.0,chest discomfort,anthrax
cow,shortness of breath,103.4,swelling in neck,7.0,chest discomfort,anthrax
cow,sweats,101.2,chills,7.0,shortness of breath,anthrax
goat,lameness,102.7,crackling sound,7.0,swelling in limb,blackleg
goat,sweats,101.6,chills,3.0,chest discomfort,anthrax
cow,depression,100.7,crackling sound,15.0,loss of appetite,blackleg
cow,depression,100.3,painless lumps,6.0,loss of appetite,pneumonia
goat,lameness,100.0,loss of appetite,4.0,depression,blackleg
sheep,painless lumps,103.8,loss of appetite,6.0,depression,pneumonia
cow,shortness of breath,100.9,chest discomfort,9.0,fatigue,anthrax
buffalo,depression,104.8,loss of appetite,11.0,painless lumps,lumpy virus
goat,shortness of breath,102.1,sweats,4.0,chills,anthrax
goat,sores on gums,101.0,difficulty walking,3.0,loss of appetite,foot and mouth
goat,depression,102.7,loss of appetite,5.0,crackling sound,blackleg
cow,loss of appetite,101.4,swelling in muscle,3.0,depression,blackleg
buffalo,loss of appetite,103.8,lameness,8.0,blisters on hooves,foot and mouth
buffalo,swelling in muscle,101.5,depression,8.0,crackling sound,blackleg
buffalo,loss of appetite,102.4,painless lumps,4.0,depression,lumpy virus
cow,lameness,100.7,loss of appetite,2.0,depression,blackleg
cow,shortness of breath,102.9,chest discomfort,14.0,sweats,anthrax
cow,painless lumps,101.7,loss of appetite,8.0,depression,pneumonia
cow,swelling in limb,102.1,depression,9.0,difficulty walking,blackleg
goat,loss of appetite,103.7,painless lumps,8.0,depression,lumpy virus
cow,swelling in abdomen,101.9,fatigue,14.0,shortness of breath,anthrax
cow,loss of appetite,101.7,sores on mouth,10.0,lameness,foot and mouth
buffalo,loss of appetite,100.5,blisters on mouth,11.0,lameness,foot and mouth
cow,swelling in neck,100.9,shortness of breath,13.0,chest discomfort,anthrax
sheep,swelling in neck,100.3,shortness of breath,1.0,chills,anthrax
cow,sores on tongue,100.9,loss of appetite,2.0,lameness,foot and mouth
cow,swelling in muscle,102.9,loss of appetite,14.0,crackling sound,blackleg
buffalo,lameness,101.8,sores on gums,7.0,loss of appetite,foot and mouth
buffalo,loss of appetite,104.5,blisters on hooves,4.0,difficulty walking,foot and mouth
buffalo,difficulty walking,102.2,blisters on mouth,6.0,loss of appetite,foot and mouth
goat,depression,101.1,difficulty walking,7.0,crackling sound,blackleg
buffalo,lameness,101.7,blisters on mouth,8.0,loss of appetite,foot and mouth
cow,swelling in muscle,104.0,difficulty walking,12.0,depression,blackleg
sheep,loss of appetite,101.3,painless lumps,10.0,depression,pneumonia
goat,shortness of breath,103.1,fatigue,2.0,sweats,anthrax
cow,swelling in neck,101.6,shortness of breath,4.0,chills,anthrax
buffalo,loss of appetite,100.5,depression,15.0,painless lumps,pneumonia
cow,painless lumps,102.1,loss of appetite,12.0,depression,lumpy virus
cow,difficulty walking,101.1,blisters on gums,8.0,loss of appetite,foot and mouth
sheep,chest discomfort,100.7,fatigue,8.0,chills,anthrax
goat,loss of appetite,100.8,depression,4.0,painless lumps,pneumonia
cow,depression,103.2,swelling in muscle,1.0,loss of appetite,blackleg
goat,loss of appetite,102.7,painless lumps,8.0,depression,pneumonia
sheep,lameness,102.8,sores on mouth,5.0,loss of appetite,foot and mouth
cow,loss of appetite,100.8,painless lumps,10.0,depression,pneumonia
sheep,loss of appetite,100.3,painless lumps,4.0,depression,pneumonia
buffalo,fatigue,100.7,chills,8.0,chest discomfort,anthrax
sheep,loss of appetite,102.1,depression,5.0,painless lumps,lumpy virus
buffalo,loss of appetite,104.8,depression,9.0,painless lumps,lumpy virus
cow,fatigue,102.9,swelling in extremities,1.0,sweats,anthrax
cow,loss of appetite,100.4,crackling sound,12.0,swelling in limb,blackleg
goat,loss of appetite,102.4,lameness,5.0,swelling in muscle,blackleg
cow,lameness,104.6,depression,4.0,crackling sound,blackleg
buffalo,painless lumps,103.3,loss of appetite,7.0,depression,lumpy virus
goat,depression,104.1,loss of appetite,10.0,painless lumps,pneumonia
cow,loss of appetite,101.0,difficulty walking,10.0,swelling in limb,blackleg
goat,loss of appetite,104.9,painless lumps,3.0,depression,lumpy virus
goat,blisters on tongue,101.2,lameness,3.0,loss of appetite,foot and mouth
buffalo,loss of appetite,100.9,depression,3.0,painless lumps,lumpy virus
sheep,difficulty walking,100.7,sores on mouth,9.0,loss of appetite,foot and mouth
cow,loss of appetite,102.4,sores on mouth,8.0,lameness,foot and mouth
cow,depression,101.3,loss of appetite,12.0,painless lumps,lumpy virus
buffalo,difficulty walking,102.7,depression,11.0,swelling in limb,blackleg
cow,crackling sound,103.3,loss of appetite,14.0,swelling in limb,blackleg
buffalo,loss of appetite,103.4,lameness,6.0,swelling in limb,blackleg
buffalo,loss of appetite,103.2,swelling in limb,9.0,crackling sound,blackleg
goat,loss of appetite,102.4,crackling sound,2.0,swelling in limb,blackleg
buffalo,fatigue,102.4,chest discomfort,15.0,swelling in neck,anthrax
goat,loss of appetite,100.8,lameness,4.0,blisters on gums,foot and mouth
cow,lameness,100.2,depression,14.0,swelling in limb,blackleg
sheep,blisters on gums,100.1,loss of appetite,5.0,lameness,foot and mouth
cow,fatigue,102.6,chills,14.0,chest discomfort,anthrax
cow,loss of appetite,105.0,lameness,8.0,swelling in muscle,blackleg
goat,depression,104.9,loss of appetite,2.0,painless lumps,pneumonia
goat,fatigue,101.6,sweats,6.0,chills,anthrax
goat,chills,102.2,chest discomfort,10.0,sweats,anthrax
sheep,loss of appetite,101.2,depression,1.0,painless lumps,pneumonia
goat,depression,104.3,swelling in limb,7.0,lameness,blackleg
cow,painless lumps,103.4,depression,7.0,loss of appetite,pneumonia
buffalo,swelling in neck,103.6,fatigue,14.0,shortness of breath,anthrax
sheep,loss of appetite,103.1,difficulty walking,9.0,blisters on hooves,foot and mouth
sheep,depression,100.8,loss of appetite,1.0,painless lumps,lumpy virus
goat,painless lumps,100.9,depression,9.0,loss of appetite,lumpy virus
sheep,shortness of breath,103.5,chest discomfort,9.0,fatigue,anthrax
sheep,painless lumps,104.2,loss of appetite,7.0,depression,lumpy virus
cow,depression,101.3,loss of appetite,6.0,swelling in limb,blackleg
cow,depression,103.0,lameness,1.0,swelling in limb,blackleg
goat,lameness,104.0,depression,10.0,crackling sound,blackleg
buffalo,chills,101.5,fatigue,11.0,swelling in abdomen,anthrax
buffalo,painless lumps,104.4,depression,12.0,loss of appetite,lumpy virus
goat,blisters on hooves,102.6,loss of appetite,7.0,difficulty walking,foot and mouth
buffalo,loss of appetite,104.1,painless lumps,4.0,depression,lumpy virus
buffalo,crackling sound,104.9,depression,3.0,lameness,blackleg
goat,loss of appetite,101.9,depression,2.0,painless lumps,lumpy virus
sheep,painless lumps,103.0,loss of appetite,2.0,depression,lumpy virus
sheep,painless lumps,101.1,depression,5.0,loss of appetite,lumpy virus
cow,loss of appetite,105.0,depression,10.0,lameness,blackleg
cow,fatigue,101.9,shortness of breath,14.0,chills,anthrax
goat,blisters on hooves,100.3,loss of appetite,3.0,lameness,foot and mouth
goat,loss of appetite,104.0,swelling in muscle,10.0,depression,blackleg
goat,sores on hooves,104.0,lameness,6.0,loss of appetite,foot and mouth
cow,shortness of breath,102.6,fatigue,6.0,chills,anthrax
cow,sweats,103.6,fatigue,14.0,swelling in neck,anthrax
cow,depression,100.9,painless lumps,8.0,loss of appetite,lumpy virus
sheep,depression,101.0,swelling in muscle,3.0,crackling sound,blackleg
cow,painless lumps,100.6,loss of appetite,7.0,depression,pneumonia
buffalo,shortness of breath,104.8,fatigue,2.0,swelling in abdomen,anthrax
cow,loss of appetite,102.5,depression,2.0,painless lumps,lumpy virus
goat,sweats,103.4,fatigue,2.0,chills,anthrax
goat,loss of appetite,104.3,painless lumps,10.0,depression,pneumonia
goat,loss of appetite,104.6,painless lumps,3.0,depression,lumpy virus
cow,loss of appetite,101.5,blisters on mouth,6.0,difficulty walking,foot and mouth
buffalo,depression,104.5,loss of appetite,8.0,painless lumps,lumpy virus
goat,chills,100.9,fatigue,8.0,shortness of breath,anthrax
buffalo,crackling sound,100.5,swelling in limb,4.0,difficulty walking,blackleg
buffalo,depression,103.4,loss of appetite,8.0,painless lumps,lumpy virus
cow,shortness of breath,104.8,chills,6.0,fatigue,anthrax
goat,loss of appetite,102.3,depression,6.0,painless lumps,pneumonia
buffalo,depression,101.5,painless lumps,8.0,loss of appetite,pneumonia
buffalo,swelling in limb,102.1,depression,6.0,lameness,blackleg
goat,painless lumps,100.4,loss of appetite,9.0,depression,pneumonia
goat,loss of appetite,103.7,swelling in muscle,7.0,depression,blackleg
cow,crackling sound,102.1,swelling in muscle,15.0,depression,blackleg
goat,loss of appetite,100.1,crackling sound,5.0,depression,blackleg
cow,shortness of breath,101.0,chills,12.0,sweats,anthrax
goat,lameness,100.5,loss of appetite,4.0,swelling in muscle,blackleg
buffalo,swelling in muscle,101.0,loss of appetite,1.0,crackling sound,blackleg
sheep,sores on hooves,100.6,lameness,9.0,loss of appetite,foot and mouth
sheep,shortness of breath,100.5,fatigue,6.0,sweats,anthrax
sheep,fatigue,100.9,sweats,8.0,chills,anthrax
goat,chest discomfort,101.1,sweats,9.0,fatigue,anthrax
buffalo,depression,104.0,painless lumps,1.0,loss of appetite,pneumonia
goat,loss of appetite,101.9,painless lumps,3.0,depression,pneumonia
buffalo,loss of appetite,100.6,painless lumps,6.0,depression,lumpy virus
cow,crackling sound,103.7,depression,8.0,lameness,blackleg
cow,loss of appetite,102.2,depression,7.0,painless lumps,lumpy virus
sheep,chest discomfort,102.6,shortness of breath,2.0,chills,anthrax
cow,sweats,100.0,chills,1.0,fatigue,anthrax
sheep,chills,101.0,swelling in abdomen,10.0,fatigue,anthrax
buffalo,loss of appetite,101.0,painless lumps,9.0,depression,lumpy virus
buffalo,sores on gums,102.1,loss of appetite,11.0,difficulty walking,foot and mouth
